timestamp,meter_id,location_id,energy_consumption_kWh,voltage_V,current_A,power_factor,frequency_Hz,temperature_C,humidity_percent,wind_speed_mps,solar_radiation_Wm2,distributed_generation_kW,battery_storage_level_%,grid_stability_index,outlier_flag,dwt_feature_1,dwt_feature_2,predicted_demand_kWh,resilience_score,high_demand_flag
2025-01-01 10:00:00,meter_10,rural,10.49,216.83,62.56,0.75,49.19,32.7,69.2,8.45,659.8,0.48,45.6,0.987,0,0.9237,1.2487,21.91,0.298,0
2025-01-01 11:00:00,meter_11,rural,34.39,229.25,37.42,0.96,49.61,2.4,96.3,5.35,445.9,7.94,81.4,0.56,0,-1.1708,1.3075,36.42,0.978,1
2025-01-01 12:00:00,meter_12,urban,4.85,234.18,5.14,1.0,49.48,7.5,93.8,4.32,224.7,6.07,38.1,0.696,0,0.0769,-0.5044,30.04,0.203,0
2025-01-01 13:00:00,meter_13,rural,7.37,228.98,62.79,0.92,50.19,-2.0,81.0,3.85,726.9,14.29,53.8,0.118,0,-0.5204,-0.6949,15.12,0.111,0
2025-01-01 14:00:00,meter_14,suburban,0.63,224.33,38.62,0.94,49.38,26.8,75.1,9.96,707.9,1.11,89.2,0.251,0,0.2979,-0.118,3.06,0.751,0
2025-01-01 15:00:00,meter_15,urban,6.28,226.11,93.63,1.0,49.73,5.7,34.7,6.29,153.3,9.77,91.4,0.14,0,-0.0633,-0.7162,38.5,0.702,0
2025-01-01 16:00:00,meter_16,suburban,23.92,243.69,54.24,0.88,50.16,12.5,86.1,14.48,914.8,11.58,21.6,0.39,0,2.9677,0.3448,17.95,0.811,0
2025-01-01 17:00:00,meter_17,suburban,30.5,226.16,93.97,0.79,50.07,15.0,48.5,10.26,64.4,12.35,4.4,0.284,0,0.4293,0.475,44.54,0.344,1
2025-01-01 18:00:00,meter_18,suburban,39.82,247.49,22.13,0.95,49.99,35.1,34.5,11.88,55.0,8.1,30.5,0.733,0,-0.1342,-1.5539,20.06,0.931,1
2025-01-01 19:00:00,meter_19,suburban,5.78,237.94,72.6,0.88,50.06,13.5,44.6,4.39,187.4,6.09,69.6,0.109,0,1.843,-0.9204,36.02,0.119,0
2025-01-01 20:00:00,meter_20,urban,42.61,234.58,61.76,0.87,49.81,1.5,85.2,1.19,909.5,13.65,95.1,0.752,0,0.2055,-1.1851,47.01,0.03,1
2025-01-01 21:00:00,meter_21,urban,37.43,218.06,73.97,0.78,49.2,18.6,23.4,7.32,520.0,16.95,7.7,0.046,0,-1.5187,0.2147,32.73,0.301,1
2025-01-01 22:00:00,meter_22,suburban,20.72,239.35,21.55,0.93,49.8,38.3,51.1,4.72,787.9,13.87,2.8,0.202,0,-0.1244,0.8723,20.97,0.797,0
2025-01-01 23:00:00,meter_23,suburban,46.68,225.06,66.53,0.72,50.23,22.3,54.3,3.03,227.8,18.64,88.4,0.792,0,0.6137,-1.0734,28.59,0.673,1
2025-01-02 00:00:00,meter_24,urban,49.55,218.06,49.85,0.98,49.93,39.3,13.3,14.29,490.2,14.35,74.8,0.743,0,0.4845,0.8653,27.4,0.436,1
2025-01-02 01:00:00,meter_25,urban,10.65,235.13,74.31,0.8,50.2,32.8,27.6,6.66,358.3,15.29,99.2,0.476,0,1.0052,-0.9248,29.45,0.256,0
2025-01-02 02:00:00,meter_26,urban,19.27,216.12,32.77,0.74,49.71,-3.4,84.4,2.62,827.8,3.36,39.7,0.05,0,0.1537,0.7186,7.77,0.059,0
2025-01-02 03:00:00,meter_27,rural,46.36,222.38,89.02,0.83,50.5,24.6,84.8,2.98,22.6,8.39,41.6,0.61,0,0.0831,-0.2837,35.08,0.338,1
2025-01-02 04:00:00,meter_28,rural,36.22,229.9,8.52,0.71,48.72,7.9,36.3,4.21,243.8,9.7,17.2,0.407,0,-1.4025,-0.4417,7.68,0.46,1
2025-01-02 05:00:00,meter_29,rural,2.88,252.18,80.74,0.91,50.07,20.2,88.7,14.99,152.6,5.13,11.6,0.317,0,1.5284,1.1425,1.22,0.687,0
2025-01-02 06:00:00,meter_30,suburban,39.18,223.13,86.15,0.97,50.67,7.6,79.5,4.02,859.2,10.57,57.9,0.64,0,-0.3056,1.7877,31.43,0.646,1
2025-01-02 07:00:00,meter_31,rural,41.48,225.42,81.74,0.95,50.75,10.7,47.6,4.93,467.5,5.82,36.4,0.437,0,-0.9795,-1.9417,6.29,0.947,1
2025-01-02 08:00:00,meter_32,suburban,37.65,237.32,51.32,0.74,49.88,36.5,77.4,9.89,404.2,13.75,8.0,0.092,0,2.6279,0.5994,38.64,0.1,1
2025-01-02 09:00:00,meter_33,suburban,40.08,217.62,43.89,0.74,49.34,4.3,96.5,4.41,449.5,9.41,88.7,0.916,0,1.6801,0.1773,43.37,0.336,1
2025-01-02 10:00:00,meter_34,rural,41.34,234.43,99.63,0.94,50.68,34.3,51.3,3.24,971.9,9.18,19.8,0.778,0,-0.4477,0.6579,47.26,0.482,1
2025-01-02 11:00:00,meter_35,suburban,9.73,242.06,22.99,0.98,49.97,-3.6,31.5,2.38,850.3,19.67,74.9,0.056,0,-1.8807,-1.4385,33.39,0.671,0
2025-01-02 12:00:00,meter_36,rural,12.17,226.93,54.73,0.84,49.92,-0.9,94.8,4.69,706.4,7.85,28.2,0.525,0,-0.7185,-1.0843,24.36,0.495,0
2025-01-02 13:00:00,meter_37,rural,31.87,240.26,67.1,0.85,49.55,33.5,64.3,1.59,290.5,7.25,81.3,0.083,0,1.5791,-0.6714,17.94,0.913,1
2025-01-02 14:00:00,meter_38,urban,45.44,232.91,70.12,0.8,49.38,23.4,19.5,0.28,165.2,6.37,11.8,0.837,0,0.1767,0.2131,24.8,0.609,1
2025-01-02 15:00:00,meter_39,rural,16.15,222.69,20.48,0.97,50.28,28.6,61.5,12.07,921.4,17.89,75.6,0.613,0,-1.3494,-0.7327,9.92,0.04,0
2025-01-02 16:00:00,meter_40,urban,29.62,228.02,65.43,0.89,50.33,4.4,55.1,2.07,423.1,9.93,9.8,0.172,1,0.784,-0.323,17.75,0.114,1
2025-01-02 17:00:00,meter_41,rural,34.31,226.2,81.86,0.79,50.1,19.2,87.0,11.64,278.8,12.0,44.7,0.021,0,-0.2099,0.8305,36.04,0.753,1
2025-01-02 18:00:00,meter_42,rural,22.87,229.12,5.1,0.79,49.62,28.2,57.8,11.96,470.9,3.62,73.4,0.032,0,-0.6487,2.0488,11.26,0.716,0
2025-01-02 19:00:00,meter_43,urban,35.83,231.53,91.16,0.97,49.47,23.2,33.0,8.07,917.8,10.82,17.3,0.507,0,-0.5728,0.7592,13.57,0.153,1
2025-01-02 20:00:00,meter_44,urban,45.03,235.88,3.05,0.7,49.28,16.2,70.8,4.65,387.1,5.49,28.6,0.734,0,1.3064,0.8594,37.59,0.059,1
2025-01-02 21:00:00,meter_45,rural,31.39,235.09,35.66,0.8,49.72,38.2,58.8,2.18,562.6,14.61,86.5,0.121,0,0.5466,-0.1819,9.3,0.579,1
2025-01-02 22:00:00,meter_46,suburban,27.22,205.68,1.68,0.87,49.5,25.4,31.0,11.05,803.0,16.65,88.5,0.221,0,-1.4861,-0.8906,12.67,0.636,1
2025-01-02 23:00:00,meter_47,urban,22.22,229.03,7.81,0.74,49.15,35.8,61.6,9.02,427.1,14.3,4.5,0.327,0,0.3672,-0.326,1.37,0.135,0
2025-01-03 00:00:00,meter_48,suburban,29.09,214.91,91.13,0.73,50.33,27.8,83.9,9.83,233.5,14.6,16.8,0.218,0,0.1076,-0.0579,36.14,0.474,1
2025-01-03 01:00:00,meter_49,suburban,18.09,227.24,35.55,0.94,49.34,28.1,12.6,0.13,994.5,10.25,11.7,0.391,0,-0.4204,-1.1601,31.09,0.306,0
2025-01-03 02:00:00,meter_50,suburban,19.88,228.76,42.53,0.97,50.49,-1.4,66.8,13.91,956.6,14.24,18.0,0.56,0,-0.3677,0.8151,34.87,0.931,0
2025-01-03 03:00:00,meter_51,urban,26.83,239.76,21.61,0.95,50.2,11.2,41.5,0.99,843.5,8.45,97.0,0.685,0,-0.8651,1.5195,11.11,0.219,1
2025-01-03 04:00:00,meter_52,suburban,3.8,229.7,59.75,0.97,50.15,33.6,36.3,5.5,688.4,13.03,55.2,0.964,0,-0.6625,0.1224,34.53,0.733,0
2025-01-03 05:00:00,meter_53,urban,11.84,232.59,59.52,0.87,50.83,5.5,45.3,6.04,294.9,5.18,46.8,0.931,0,0.2897,1.0841,30.02,0.518,0
2025-01-03 06:00:00,meter_54,suburban,27.37,237.93,37.28,0.94,49.36,0.2,40.8,0.02,913.4,1.4,98.4,0.57,0,-0.2776,1.2084,18.62,0.012,1
2025-01-03 07:00:00,meter_55,rural,21.86,242.28,33.37,0.82,50.44,9.7,84.9,7.46,275.6,8.27,55.7,0.734,0,0.5457,-1.0347,22.17,0.517,0
2025-01-03 08:00:00,meter_56,rural,16.97,228.77,88.51,0.9,49.85,4.9,34.7,11.29,800.8,9.24,66.1,0.951,0,-0.785,-1.7378,28.61,0.099,0
2025-01-03 09:00:00,meter_57,urban,36.66,230.94,38.39,1.0,51.29,36.6,76.0,12.35,918.3,5.13,33.3,0.083,0,0.7075,-0.499,24.92,0.659,1
2025-01-03 10:00:00,meter_58,rural,34.84,230.1,49.4,0.77,49.81,34.1,18.5,13.19,603.0,14.55,38.2,0.006,0,1.3144,0.0959,32.27,0.566,1
2025-01-03 11:00:00,meter_59,rural,8.75,224.57,28.4,0.82,49.73,17.5,95.6,7.32,803.1,1.47,59.4,0.03,0,-0.0068,-1.1961,9.46,0.01,0
2025-01-03 12:00:00,meter_60,suburban,43.99,222.31,78.7,0.84,50.21,-2.2,66.0,9.46,791.7,4.45,7.0,0.563,0,0.5206,1.4222,27.27,0.205,1
2025-01-03 13:00:00,meter_61,urban,25.02,207.28,39.81,0.74,49.9,27.2,73.6,1.19,193.2,14.97,25.6,0.763,0,0.5596,1.9488,22.79,0.776,1
2025-01-03 14:00:00,meter_62,suburban,37.2,219.23,51.41,0.72,49.62,23.1,36.8,7.32,667.9,8.74,19.7,0.367,0,-0.5021,0.1792,23.32,0.276,1
2025-01-03 15:00:00,meter_63,suburban,28.87,212.21,25.41,0.95,49.51,38.7,47.1,2.32,93.5,14.11,1.6,0.545,0,0.5634,-0.9818,23.73,0.499,1
2025-01-03 16:00:00,meter_64,suburban,49.89,242.55,98.77,0.99,50.73,20.2,30.1,5.54,507.9,11.35,53.7,0.516,0,-2.2684,0.4863,44.13,0.312,1
2025-01-03 17:00:00,meter_65,suburban,37.74,231.88,29.22,0.82,49.42,10.1,93.9,4.94,162.2,19.01,56.1,0.095,0,-2.6666,-0.9849,41.02,0.922,1
2025-01-03 18:00:00,meter_66,suburban,35.5,228.74,77.1,0.73,50.11,18.4,53.9,6.35,416.3,11.96,38.4,0.322,0,-0.3295,1.1431,31.66,0.537,1
2025-01-03 19:00:00,meter_67,suburban,39.04,222.83,42.81,0.72,50.53,39.1,66.7,8.57,833.0,0.3,26.9,0.019,0,0.6335,-0.2314,35.97,0.696,1
2025-01-03 20:00:00,meter_68,suburban,7.58,230.3,20.7,0.97,50.55,26.3,76.1,13.54,987.2,7.06,65.2,0.111,0,-0.0851,0.7273,2.62,0.083,0
2025-01-03 21:00:00,meter_69,urban,10.62,221.52,79.99,0.84,49.7,25.2,43.4,5.92,318.0,2.86,13.5,0.812,0,0.7459,0.9019,37.33,0.04,0
2025-01-03 22:00:00,meter_70,rural,35.85,231.74,33.43,0.8,49.9,5.8,74.8,14.72,532.0,18.49,51.9,0.829,0,-1.2017,0.538,24.57,0.259,1
2025-01-03 23:00:00,meter_71,suburban,24.95,232.46,86.53,0.84,49.8,28.5,70.8,11.39,511.3,2.08,76.8,0.802,0,0.8828,1.7853,16.23,0.309,0
2025-01-04 00:00:00,meter_72,suburban,37.85,221.39,91.53,0.8,49.23,28.8,73.5,7.67,954.4,7.75,16.4,0.727,0,1.6288,0.1783,7.42,0.688,1
2025-01-04 01:00:00,meter_73,suburban,5.59,221.2,86.0,0.85,50.27,9.3,54.0,9.66,478.6,4.52,75.3,0.793,0,-0.6964,-0.5032,4.22,0.569,0
2025-01-04 02:00:00,meter_74,suburban,27.06,239.62,3.6,0.96,50.02,16.8,44.5,1.53,699.1,16.93,76.1,0.671,0,0.771,-2.1022,2.72,0.375,1
2025-01-04 03:00:00,meter_75,suburban,19.25,229.47,78.76,0.88,50.72,8.3,30.0,12.67,921.8,6.17,6.0,0.67,0,0.0228,-2.284,8.51,0.654,0
2025-01-04 04:00:00,meter_76,suburban,23.12,222.19,41.19,0.91,49.59,6.6,84.2,8.74,373.4,19.84,1.9,0.667,0,0.4418,0.652,1.99,0.164,0
2025-01-04 05:00:00,meter_77,rural,30.4,226.29,87.38,0.81,50.54,-3.8,64.8,14.79,902.1,0.77,97.4,0.514,1,1.6268,-0.1838,36.77,0.063,1
2025-01-04 06:00:00,meter_78,rural,25.36,219.89,63.83,0.92,50.58,7.8,50.0,9.55,917.5,2.57,19.3,0.363,0,0.3273,-0.8154,12.81,0.855,1
2025-01-04 07:00:00,meter_79,suburban,27.22,229.33,83.38,0.9,50.02,19.9,95.0,12.51,930.7,4.49,82.2,0.73,0,0.7644,-1.1139,18.75,0.564,1
2025-01-04 08:00:00,meter_80,rural,24.57,238.32,49.99,0.74,48.91,-4.9,14.3,12.0,270.4,16.22,56.2,0.299,0,-1.263,0.741,41.22,0.649,0
2025-01-04 09:00:00,meter_81,urban,20.74,229.72,53.55,0.87,49.74,7.7,86.5,5.18,400.4,17.57,26.4,0.543,0,0.7336,-0.9835,6.18,0.307,0
2025-01-04 10:00:00,meter_82,suburban,38.71,253.64,14.52,0.78,50.89,34.7,99.8,3.89,870.4,1.43,13.0,0.433,0,1.61,1.6307,41.86,0.372,1
2025-01-04 11:00:00,meter_83,urban,1.1,234.21,78.42,0.94,50.15,21.7,89.8,6.46,359.2,0.65,49.7,0.277,1,-0.9235,2.351,32.16,0.082,0
2025-01-04 12:00:00,meter_84,urban,30.12,232.3,42.0,0.83,50.35,22.4,82.9,7.01,600.3,14.89,40.7,0.975,0,-0.323,-0.9,17.43,0.857,1
2025-01-04 13:00:00,meter_85,suburban,28.49,220.92,50.06,1.0,49.96,13.2,43.7,3.6,118.1,2.67,69.9,0.259,0,0.6861,0.6698,6.33,0.592,1
2025-01-04 14:00:00,meter_86,rural,35.95,227.61,78.53,0.73,49.89,25.4,30.8,13.42,56.3,2.66,90.4,0.309,0,0.4478,0.44,5.03,0.084,1
2025-01-04 15:00:00,meter_87,urban,30.15,222.21,59.92,0.93,49.07,3.5,76.1,8.14,412.0,0.45,80.5,0.162,0,-1.3597,-0.9876,17.11,0.805,1
2025-01-04 16:00:00,meter_88,suburban,41.43,208.34,20.19,0.9,50.4,31.8,37.4,14.68,578.9,1.0,27.4,0.823,0,0.1649,-0.982,7.45,0.444,1
2025-01-04 17:00:00,meter_89,urban,47.97,239.74,59.06,0.93,50.54,0.3,25.8,12.15,392.7,5.27,87.9,0.587,0,-0.3327,-0.1226,13.75,0.765,1
2025-01-04 18:00:00,meter_90,urban,17.45,224.89,40.82,0.79,49.52,24.5,80.8,8.34,577.7,1.3,83.3,0.613,0,-0.9687,-1.1384,3.12,0.013,0
2025-01-04 19:00:00,meter_91,urban,11.75,222.4,47.01,0.85,49.91,10.4,38.1,14.21,515.1,7.38,92.9,0.821,0,1.3567,1.0913,29.95,0.029,0
2025-01-04 20:00:00,meter_92,urban,21.47,232.11,2.93,0.94,49.84,28.6,92.3,7.57,685.7,16.66,45.9,0.343,0,0.0055,-0.2461,7.69,0.171,0
2025-01-04 21:00:00,meter_93,rural,14.75,235.12,21.08,0.77,50.21,19.7,85.7,13.31,649.5,6.53,76.9,0.194,0,0.983,-1.1206,37.96,0.211,0
2025-01-04 22:00:00,meter_94,urban,30.94,226.79,28.18,0.77,49.73,15.4,86.3,5.37,424.2,14.56,59.2,0.198,0,-1.1734,-0.089,11.3,0.764,1
2025-01-04 23:00:00,meter_95,urban,45.64,229.97,71.32,0.87,50.47,2.6,79.4,5.68,425.0,1.88,31.1,0.733,0,0.5889,0.4664,40.0,0.707,1
2025-01-05 00:00:00,meter_96,urban,7.39,237.46,1.25,0.86,50.04,23.7,89.3,6.27,140.8,13.19,99.4,0.614,0,1.0617,-0.7244,9.9,0.616,0
2025-01-05 01:00:00,meter_97,rural,5.49,226.4,40.94,0.78,48.73,38.9,82.5,8.2,513.2,6.33,3.8,0.206,0,-0.2421,-1.9931,36.21,0.885,0
2025-01-05 02:00:00,meter_98,urban,13.17,233.02,92.41,0.79,50.22,32.2,64.2,8.3,587.2,15.0,16.2,0.145,0,-0.4972,0.1264,16.99,0.247,0
2025-01-05 03:00:00,meter_99,urban,36.44,213.41,11.28,0.78,50.5,-2.3,36.6,7.45,476.5,2.73,89.3,0.121,0,-1.3043,-1.217,29.36,0.904,1
2025-01-05 04:00:00,meter_0,rural,29.85,217.59,51.69,0.93,49.42,11.9,89.9,4.59,325.7,17.96,6.1,0.628,0,-0.8681,-0.7937,2.41,0.909,1
2025-01-05 05:00:00,meter_1,rural,5.56,236.06,78.67,0.9,50.2,36.7,85.7,13.91,721.6,4.85,88.7,0.0,0,-0.4526,0.4691,25.01,0.434,0
2025-01-05 06:00:00,meter_2,rural,45.98,217.06,94.26,0.95,50.91,17.6,52.6,8.83,74.7,7.06,71.5,0.018,0,-0.9759,-0.5879,7.86,0.094,1
2025-01-05 07:00:00,meter_3,urban,39.61,232.34,74.7,0.99,50.06,24.8,13.5,6.12,914.4,19.0,3.7,0.39,1,-0.7679,-0.1411,24.57,0.727,1
2025-01-05 08:00:00,meter_4,rural,1.64,228.53,72.08,0.84,50.57,36.1,67.5,9.77,20.6,11.57,42.9,0.691,0,0.1581,1.4531,7.5,0.337,0
2025-01-05 09:00:00,meter_5,rural,32.74,226.36,82.67,0.72,49.78,34.3,14.6,11.52,962.4,7.32,75.4,0.695,0,0.2778,-0.352,22.14,0.795,1
2025-01-05 10:00:00,meter_6,urban,38.68,221.72,44.68,0.71,49.99,17.6,93.4,14.41,462.4,18.99,58.3,0.43,0,1.0908,2.0213,5.98,0.164,1
2025-01-05 11:00:00,meter_7,rural,19.03,239.09,80.6,0.79,49.9,14.7,96.5,7.49,412.7,6.58,93.6,0.691,0,-0.7618,0.7399,11.39,0.54,0
2025-01-05 12:00:00,meter_8,urban,3.91,247.3,0.9,0.98,49.81,10.3,27.1,1.68,256.4,1.9,86.8,0.521,0,0.0232,-0.9314,29.96,0.508,0
2025-01-05 13:00:00,meter_9,suburban,4.33,233.0,92.46,0.86,49.93,27.4,70.9,6.61,10.1,19.94,33.3,0.977,0,-0.4177,-0.4764,48.84,0.1,0
2025-01-05 14:00:00,meter_10,rural,5.66,233.22,44.39,0.78,49.18,7.9,18.3,7.18,274.8,5.36,8.5,0.162,0,-0.4884,-1.2626,22.73,0.363,0
2025-01-05 15:00:00,meter_11,suburban,42.1,223.18,55.38,0.82,49.83,6.2,75.7,13.45,109.4,17.03,94.4,0.601,0,-0.3161,0.6375,34.52,0.085,1
2025-01-05 16:00:00,meter_12,urban,45.58,218.04,25.56,0.88,50.67,11.0,41.3,5.92,659.8,3.31,51.7,0.491,0,-0.1962,1.3245,27.2,0.465,1
2025-01-05 17:00:00,meter_13,rural,6.58,229.6,74.28,0.9,49.52,3.0,71.3,14.3,319.1,14.63,7.4,0.194,0,0.2504,-0.3584,25.17,0.843,0
2025-01-05 18:00:00,meter_14,urban,12.18,220.26,7.76,0.75,49.47,26.3,43.6,7.28,767.2,10.49,81.7,0.75,0,-0.3304,-1.8614,3.7,0.27,0
2025-01-05 19:00:00,meter_15,suburban,8.69,212.27,87.28,0.99,50.03,22.7,23.1,14.61,206.9,19.62,86.9,0.276,0,1.2273,0.3605,7.64,0.765,0
2025-01-05 20:00:00,meter_16,urban,9.72,238.03,82.83,0.86,50.06,16.7,46.5,0.12,900.2,11.06,63.9,0.382,0,-1.7044,-0.862,44.21,0.183,0
2025-01-05 21:00:00,meter_17,rural,41.96,238.52,21.68,0.74,50.19,12.6,20.1,13.48,523.0,0.5,44.8,0.375,0,1.054,-0.7107,20.8,0.674,1
2025-01-05 22:00:00,meter_18,rural,16.94,221.41,80.95,0.97,49.94,35.9,61.9,13.97,114.5,12.08,66.2,0.244,0,-0.3685,0.3115,30.91,0.916,0
2025-01-05 23:00:00,meter_19,suburban,15.92,232.44,78.66,0.72,50.04,-3.7,13.7,14.42,400.8,2.91,70.7,0.431,0,-0.1888,1.232,26.65,0.324,0
2025-01-06 00:00:00,meter_20,urban,11.76,240.02,63.26,0.97,49.82,29.6,57.5,0.2,206.8,15.97,89.3,0.473,0,-0.0096,0.7395,19.25,0.9,0
2025-01-06 01:00:00,meter_21,rural,30.59,232.05,37.41,1.0,49.36,35.6,89.8,2.58,199.7,17.13,95.6,0.744,0,0.7056,0.4295,19.7,0.505,1
2025-01-06 02:00:00,meter_22,suburban,19.28,218.07,27.22,0.91,49.96,15.1,85.4,9.81,506.4,9.64,51.4,0.765,0,-0.8803,-0.1573,28.0,0.317,0
2025-01-06 03:00:00,meter_23,rural,37.34,227.67,23.26,0.93,50.36,19.8,89.5,0.38,671.9,15.66,79.8,0.159,0,-0.6569,-1.3204,7.49,0.897,1
2025-01-06 04:00:00,meter_24,rural,10.68,243.27,31.93,0.8,50.26,37.5,93.0,0.95,911.6,2.9,96.5,0.593,0,0.5006,0.3479,19.67,0.032,0
2025-01-06 05:00:00,meter_25,urban,39.5,232.47,90.37,0.98,49.13,4.6,19.4,3.32,502.2,9.84,15.1,0.896,1,-1.6982,0.7177,22.63,0.028,1
2025-01-06 06:00:00,meter_26,rural,30.38,235.39,7.86,0.86,50.13,18.4,21.6,7.69,965.8,7.88,1.8,0.109,1,-0.0342,-0.5951,49.26,0.6,1
2025-01-06 07:00:00,meter_27,urban,6.16,233.42,82.9,0.92,49.55,16.4,60.1,8.19,941.6,12.23,86.9,0.473,0,-0.7977,-0.3664,17.9,0.797,0
2025-01-06 08:00:00,meter_28,rural,21.02,221.44,34.95,0.98,50.7,6.6,90.5,0.51,865.1,0.89,19.5,0.75,0,-1.0082,1.1101,32.41,0.752,0
2025-01-06 09:00:00,meter_29,suburban,43.24,223.79,52.21,0.99,50.16,31.8,97.7,2.56,500.0,15.04,4.2,0.611,0,-1.6385,-0.3925,7.3,0.079,1
2025-01-06 10:00:00,meter_30,rural,46.19,233.39,79.47,0.95,50.45,35.5,14.2,7.5,140.9,1.58,16.0,0.101,0,0.7723,-0.2706,3.74,0.95,1
2025-01-06 11:00:00,meter_31,urban,23.55,238.17,88.45,0.79,50.01,30.2,42.0,8.91,217.9,13.13,38.4,0.397,0,0.1588,-0.0884,43.64,0.703,0
2025-01-06 12:00:00,meter_32,urban,24.3,241.0,34.54,0.99,49.97,3.8,29.2,2.23,647.7,0.37,21.9,0.507,0,-0.6723,0.6656,36.67,0.949,0
2025-01-06 13:00:00,meter_33,suburban,45.96,221.42,46.24,0.89,50.75,-1.1,78.0,5.98,421.8,16.64,30.5,0.996,0,-0.1646,0.2933,16.22,0.329,1
2025-01-06 14:00:00,meter_34,rural,29.56,234.33,41.51,0.98,50.49,22.2,67.6,13.57,146.8,3.49,97.5,0.179,0,-1.0929,0.2193,25.48,0.694,1
2025-01-06 15:00:00,meter_35,rural,2.13,241.87,1.42,0.9,50.06,-2.4,20.8,14.98,479.0,10.31,70.4,0.982,0,-0.5362,1.5179,7.22,0.86,0
2025-01-06 16:00:00,meter_36,suburban,45.68,220.13,29.66,0.79,49.9,25.3,53.5,14.81,17.4,5.23,71.2,0.376,0,-0.1983,-0.4095,35.5,0.38,1
2025-01-06 17:00:00,meter_37,rural,12.79,244.87,45.97,0.81,49.15,18.9,71.7,13.23,733.9,14.45,9.5,0.2,0,0.064,-0.9505,3.98,0.965,0
2025-01-06 18:00:00,meter_38,rural,29.09,246.39,41.17,0.87,50.16,24.8,80.1,5.92,73.6,6.43,73.2,0.414,0,0.3921,1.0221,37.97,0.265,1
2025-01-06 19:00:00,meter_39,urban,8.69,256.25,72.22,0.94,49.94,21.6,11.8,10.3,629.1,14.49,73.9,0.614,0,-1.8059,0.2309,27.57,0.316,0
2025-01-06 20:00:00,meter_40,rural,2.18,232.31,38.54,0.8,50.28,14.0,90.1,6.25,793.0,5.7,66.0,0.213,0,0.3952,-0.5892,14.3,0.92,0
2025-01-06 21:00:00,meter_41,rural,15.92,232.36,48.99,0.87,50.43,4.0,61.2,9.73,132.6,15.05,22.8,0.291,0,-1.7255,-0.3599,43.2,0.97,0
2025-01-06 22:00:00,meter_42,suburban,39.13,238.27,43.02,0.8,50.62,8.8,83.1,4.64,518.6,0.61,42.3,0.855,0,0.4315,-1.2739,49.31,0.285,1
2025-01-06 23:00:00,meter_43,suburban,14.24,237.98,74.09,0.94,50.17,18.6,82.7,9.09,779.1,5.67,84.6,0.999,0,-0.2133,0.2317,13.09,0.136,0
2025-01-07 00:00:00,meter_44,urban,11.39,241.26,86.31,0.84,49.48,24.3,27.1,7.86,260.6,9.97,67.0,0.318,0,1.0915,-1.4614,40.41,0.759,0
2025-01-07 01:00:00,meter_45,rural,11.03,237.84,53.24,0.72,48.93,30.1,19.9,0.37,162.9,0.9,73.3,0.149,0,-0.6745,0.682,37.63,0.93,0
2025-01-07 02:00:00,meter_46,rural,26.0,228.94,78.96,0.75,49.59,29.5,74.9,11.86,336.8,3.72,58.7,0.793,0,0.7808,-0.5224,37.49,0.601,1
2025-01-07 03:00:00,meter_47,rural,48.79,242.22,29.75,0.72,50.67,38.8,24.1,0.18,554.7,18.69,45.0,0.6,0,-1.1674,-1.394,47.88,0.635,1
